customer_id,age,annual_income_gbp,employment_status,employment_length_years,loan_amount_gbp,loan_term_months,interest_rate_pct,credit_score,outstanding_balance_gbp,days_past_due,previous_defaults,loan_type,default_flag
100913,54,46600,Employed,3.7,17100,60,8.81,602,45900,0,0,Auto Loan,0
100914,37,,Self-Employed,28.3,11700,24,3.93,690,18400,0,0,Mortgage,0
100915,41,27700,Self-Employed,0.7,16800,12,9.54,,20300,10,0,Unsecured Personal Loan,0
100916,44,24500,Employed,5.6,20200,36,4.71,614,39400,30,0,Unsecured Personal Loan,0
100917,40,,Unemployed,2.5,15700,48,4.1,595,12900,0,0,Mortgage,0
100918,34,33400,Employed,0.7,19800,36,6.46,623,8700,20,2,Unsecured Personal Loan,0
100919,40,28700,Self-Employed,0.9,12800,60,5.74,770,20400,0,0,Mortgage,0
100920,49,13500,Contract,,6600,36,6.84,627,27400,0,0,Unsecured Personal Loan,0
100921,28,52800,Employed,10.6,100800,12,3.18,639,7100,0,0,Auto Loan,0
100922,39,21200,Employed,11.9,9400,60,10.38,643,6000,0,0,Auto Loan,0
100923,31,40900,Unemployed,23.9,7600,36,10.88,707,10900,60,0,Auto Loan,0
100924,50,102400,Self-Employed,1.2,12000,24,1.66,716,17700,0,0,Mortgage,0
100925,23,22900,Self-Employed,2.2,7700,36,10.44,436,17300,90,1,Unsecured Personal Loan,1
100926,32,10200,Contract,5.5,10400,24,5.07,762,3700,0,0,Unsecured Personal Loan,0
100927,42,157500,Contract,3.3,16400,12,10.07,795,37700,10,0,Auto Loan,0
100928,54,63000,Retired,2.7,16500,12,7.29,596,6300,20,0,Mortgage,0
100929,37,96700,Employed,2.2,7800,36,7.59,602,8200,10,0,Unsecured Personal Loan,0
100930,32,19600,Employed,4.5,10000,48,6.94,644,5300,0,0,Mortgage,0
100931,57,46600,Employed,4.3,25500,36,11.14,620,65400,0,0,Unsecured Personal Loan,0
100932,24,28800,Employed,0.9,18000,60,3.78,698,11700,30,0,Unsecured Personal Loan,0
100933,18,,Self-Employed,3.2,46400,24,9.32,524,5500,30,0,Auto Loan,0
100934,42,136200,Employed,4,27100,24,10.8,591,18100,0,1,Unsecured Personal Loan,0
100935,33,17100,Contract,4.2,26500,24,9.65,803,17000,30,0,Auto Loan,0
100936,28,41200,Self-Employed,1.2,5800,24,14.47,606,8700,0,1,Unsecured Personal Loan,0
100937,45,45900,Self-Employed,6.8,21100,24,5.91,779,17800,0,0,Unsecured Personal Loan,0
100938,40,62500,Employed,0.1,12900,48,10.37,708,5600,30,0,Auto Loan,0
100939,32,38100,Employed,2.2,9600,60,7.18,535,7000,0,2,Auto Loan,1
100940,25,42400,Employed,7.6,14800,60,11.2,731,2400,20,0,Unsecured Personal Loan,0
100941,47,29900,Employed,4.1,23600,24,7.48,671,3900,0,1,Unsecured Personal Loan,0
100942,45,41500,Employed,1.5,18000,48,6.34,644,35100,0,0,Unsecured Personal Loan,0
100943,37,30600,Self-Employed,5.9,7900,24,11.42,,31200,0,0,Unsecured Personal Loan,0
100944,56,49600,Contract,4.2,20900,12,6.03,718,10400,0,0,Mortgage,0
100945,27,30200,Contract,8,9100,48,3.26,737,31700,20,0,Mortgage,0
100946,23,43900,Self-Employed,6.6,15200,36,5.95,774,8800,0,2,Unsecured Personal Loan,0
100947,31,35800,Employed,4.7,11100,24,9.36,713,8300,0,1,Unsecured Personal Loan,1
100948,38,63800,Contract,3.3,11700,36,11.68,570,10300,0,0,Mortgage,0
100949,40,35400,Contract,0.7,21200,24,7.83,642,9100,0,0,Auto Loan,0
100950,36,15000,Employed,1.5,7200,48,11.45,915,8500,20,0,Auto Loan,0
100951,42,,Unemployed,2.7,42900,36,3.43,,22000,0,0,Auto Loan,0
100952,25,23100,Employed,4.6,4500,60,6.17,870,11000,0,0,Unsecured Personal Loan,0
100953,52,26200,Contract,3.6,9300,12,6.63,792,16300,60,0,Unsecured Personal Loan,0
100954,37,27000,Retired,1.7,16700,24,7.16,699,20400,10,0,Mortgage,0
100955,49,,Employed,0,19000,36,7.75,704,13000,20,0,Auto Loan,0
100956,41,12500,Contract,,12600,36,9.57,677,5000,0,1,Unsecured Personal Loan,0
100957,43,174400,Self-Employed,,12900,24,6.17,541,3800,0,2,Unsecured Personal Loan,0
100958,44,61600,Retired,6.6,17100,48,7.92,681,11000,30,1,Unsecured Personal Loan,0
100959,42,40600,Employed,0.1,11600,48,7.36,777,8800,10,1,Auto Loan,0
100960,44,35300,Contract,4.4,30800,60,4.72,632,10500,0,0,Unsecured Personal Loan,0
100961,51,41900,Employed,14.2,22100,48,7.16,713,9800,10,0,Unsecured Personal Loan,0
100962,40,47100,Employed,1,22600,48,7.07,748,60400,0,0,Mortgage,0
100963,45,50100,Employed,3.2,7500,36,7,607,3900,0,1,Unsecured Personal Loan,0
100964,37,47900,Retired,0.5,12700,48,7.6,644,2500,20,2,Unsecured Personal Loan,0
100965,52,38000,Contract,4.9,11200,24,7.73,599,12500,10,0,Unsecured Personal Loan,0
100966,31,32900,Contract,4,7300,24,6.2,614,7600,0,1,Unsecured Personal Loan,0
100967,56,33700,Contract,2.6,16600,24,11.32,577,12300,30,0,Unsecured Personal Loan,1
100968,38,32900,Employed,3.7,9700,36,3.99,608,14900,0,0,Mortgage,0
100969,24,64000,Employed,11.3,19800,24,5.34,794,24300,0,0,Mortgage,0
100970,39,48900,Employed,1.1,7000,60,15.84,607,3400,30,0,Unsecured Personal Loan,0
100971,31,8300,Employed,0.1,37500,24,4.39,690,6700,20,0,Unsecured Personal Loan,0
100972,46,50400,Employed,9.9,7800,12,3.44,640,13400,0,0,Auto Loan,0
100973,31,40000,Employed,4.3,15200,36,9.7,774,17000,0,0,Unsecured Personal Loan,0
100974,34,36000,Employed,11.1,21500,12,1.27,785,46000,0,0,Unsecured Personal Loan,0
100975,19,29900,Employed,4.5,9500,12,6.79,749,19300,10,0,Mortgage,0
100976,33,63700,Employed,8.3,22300,24,13.94,,9500,0,0,Unsecured Personal Loan,0
100977,18,58300,Employed,2.8,6400,36,2.87,662,5300,30,0,Unsecured Personal Loan,0
100978,22,24700,Retired,6.9,31900,36,1.55,585,6700,60,0,Unsecured Personal Loan,0
100979,46,44500,Unemployed,12.2,13500,48,3,835,6500,20,0,Unsecured Personal Loan,0
100980,46,22300,Retired,,9300,48,10.2,619,15700,0,1,Unsecured Personal Loan,0
100981,42,18200,Employed,1,11200,36,10.87,733,11800,20,0,Unsecured Personal Loan,0
100982,28,26500,Employed,1.6,21700,24,5.96,765,3900,0,0,Unsecured Personal Loan,0
100983,38,55900,Unemployed,1.1,9400,24,9.55,636,7300,0,1,Auto Loan,0
100984,38,58500,Employed,,8500,48,11.67,763,18300,0,1,Unsecured Personal Loan,0
100985,26,,Employed,1.8,11700,12,12.86,741,12700,0,1,Unsecured Personal Loan,0
100986,53,52200,Employed,4,6600,12,6.76,818,14700,60,0,Auto Loan,0
100987,47,47000,Employed,4.4,39800,48,0.6,642,12900,0,0,Mortgage,0
100988,36,26400,Employed,2.8,9500,36,5.04,577,30900,0,0,Unsecured Personal Loan,0
100989,38,45100,Employed,4.8,22000,12,6.22,640,11700,90,0,Unsecured Personal Loan,0
100990,40,54200,Self-Employed,0.4,15100,24,6.72,697,7600,0,2,Unsecured Personal Loan,0
100991,18,53000,Employed,0.5,7400,60,6.94,685,5200,20,0,Auto Loan,0
100992,36,65800,Employed,0.9,13300,48,10.86,649,11800,0,0,Unsecured Personal Loan,0
100993,31,51700,Contract,3.6,21400,48,11.32,527,1800,0,0,Unsecured Personal Loan,0
100994,28,216500,Employed,1.2,11900,36,6.98,718,8700,60,0,Unsecured Personal Loan,0
100995,35,62000,Employed,1.7,27300,36,10.8,838,8600,0,0,Unsecured Personal Loan,0
100996,56,35800,Contract,2.6,24700,60,8.57,717,3800,0,0,Unsecured Personal Loan,0
100997,44,23400,Employed,8.4,23200,60,7.69,729,5200,0,1,Unsecured Personal Loan,0
100998,32,33500,Employed,0.1,10100,24,10.22,726,17400,0,2,Mortgage,0
100999,44,25000,Employed,5.2,7000,48,7.72,712,11600,0,0,Auto Loan,0
